productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extDescription,extColor,extCardType,extCost,extPower,extSubtypes,extAttribute,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCounterplus,extLife
499434,Donquixote Doflamingo (Judge),Donquixote Doflamingo Judge,https://tcgplayer-cdn.tcgplayer.com/product/499434_200w.jpg,68,17675,https://cpt.tcgcsv.com/JN_5,2023-08-04T19:43:56.11,1,PR,OP01-073,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[On Play] Look at 5 cards from the top of your deck and place them at the top or bottom of the deck in any order.",Blue,Character,3,4000,Donquixote Pirates;The Seven Warlords of the Sea,Special,12.98,19.94,39.99,10.86,,Foil,1000,
501749,Tony Tony.Chopper (3-on-3 Cup) [Winner],Tony TonyChopper 3 on 3 Cup Winner,https://tcgplayer-cdn.tcgplayer.com/product/501749_200w.jpg,68,17675,https://cpt.tcgcsv.com/_J06,2023-08-31T12:39:57.263,1,C,ST01-006,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Red,Character,1,1000,Animal;Straw Hat Crew,,,,,,,,,
501750,Tony Tony.Chopper (3-on-3 Cup) [Participant],Tony TonyChopper 3 on 3 Cup Participant,https://tcgplayer-cdn.tcgplayer.com/product/501750_200w.jpg,68,17675,https://cpt.tcgcsv.com/0K06,2023-09-13T12:55:43.07,1,C,ST01-006,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",,Character,1,1000,Animal;Straw Hat Crew,,281.12,495.65,900.0,281.12,,Normal,,
502570,Judge Pack Vol. 1,Judge Pack Vol 1,https://tcgplayer-cdn.tcgplayer.com/product/502570_200w.jpg,68,17675,https://cpt.tcgcsv.com/q226,2023-08-04T19:45:55.307,1,,,,,,,,,,35.0,49.98,114.99,27.55,,Normal,,
502973,Jozu (Judge),Jozu Judge,https://tcgplayer-cdn.tcgplayer.com/product/502973_200w.jpg,68,17675,https://cpt.tcgcsv.com/tc26,2023-08-04T19:45:14.027,1,PR,OP02-008,"[DON!! x1] If you have 2 or less Life cards and your Leader's type includes ""Whitebeard Pirates"", this Character gains [Rush]. <em>(This card can attack on the turn in which it is played.)</em>",Red,Character,4,4000,Whitebeard Pirates,Strike,2.3,3.07,24.98,2.66,,Foil,2000,
502974,Koby (Judge),Koby Judge,https://tcgplayer-cdn.tcgplayer.com/product/502974_200w.jpg,68,17675,https://cpt.tcgcsv.com/vc26,2023-08-04T19:48:34.32,1,PR,OP02-098,[On Play] <strong>You may trash 1 card from your hand</strong>: K.O. up to 1 of your opponent's Characters with a cost of 3 or less.,Black,Character,3,4000,Navy,Strike,4.99,14.77,100.33,4.72,,Foil,1000,
503017,Donquixote Rosinante (Store Championship 2023 Participation Pack Vol.1),Donquixote Rosinante Store Championship 2023 Participation Pack Vol1,https://tcgplayer-cdn.tcgplayer.com/product/503017_200w.jpg,68,17675,https://cpt.tcgcsv.com/md26,2026-06-06T20:25:43.593,1,PR,OP02-108,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Black,Character,2,2000,Donquixote Pirates;Navy,Special,17.0,19.35,49.99,18.84,,Foil,1000,
503018,Tony Tony.Chopper (Store Championship 2023 Participation Pack Vol.1),Tony TonyChopper Store Championship 2023 Participation Pack Vol1,https://tcgplayer-cdn.tcgplayer.com/product/503018_200w.jpg,68,17675,https://cpt.tcgcsv.com/nd26,2026-06-06T20:26:20.633,1,PR,OP02-034,[DON!! x1] [When Attacking] Rest up to 1 of your opponent's Characters with a cost of 2 or less.,Green,Character,2,2000,FILM;Straw Hat Crew,Wisdom,77.99,93.72,180.0,92.01,,Foil,2000,
503019,Hitokiri Kamazo (Store Championship 2023 Participation Pack Vol.1),Hitokiri Kamazo Store Championship 2023 Participation Pack Vol1,https://tcgplayer-cdn.tcgplayer.com/product/503019_200w.jpg,68,17675,https://cpt.tcgcsv.com/pd26,2026-06-06T20:26:00.743,1,PR,OP01-108,[On K.O.] DON!! -1 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,Purple,Character,4,5000,Kid Pirates;Supernovas;SMILE,Slash,2.39,4.79,50.0,2.94,,Foil,1000,
503020,Nico Robin (Store Championship 2023 Participation Pack Vol.1),Nico Robin Store Championship 2023 Participation Pack Vol1,https://tcgplayer-cdn.tcgplayer.com/product/503020_200w.jpg,68,17675,https://cpt.tcgcsv.com/qd26,2026-06-06T20:26:08.96,1,PR,OP01-017,[DON!! x1] [When Attacking] K.O. up to 1 of your opponent's Characters with 3000 power or less.,Red,Character,3,4000,Straw Hat Crew,Strike,43.37,103.48,499.99,77.1,,Foil,1000,
503021,Charlotte Brulee (Store Championship 2023 Participation Pack Vol.1),Charlotte Brulee Store Championship 2023 Participation Pack Vol1,https://tcgplayer-cdn.tcgplayer.com/product/503021_200w.jpg,68,17675,https://cpt.tcgcsv.com/rd26,2026-06-06T20:16:38.223,1,PR,ST07-007,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[Trigger] Play this card.",Yellow,Character,3,1000,Big Mom Pirates,Special,2.49,5.0,69.94,3.17,,Foil,1000,
503022,Gecko Moria (Store Championship 2023 Participation Pack Vol.1),Gecko Moria Store Championship 2023 Participation Pack Vol1,https://tcgplayer-cdn.tcgplayer.com/product/503022_200w.jpg,68,17675,https://cpt.tcgcsv.com/sd26,2026-06-06T20:25:52.65,1,PR,ST03-004,[On Play] Add up to 1 [The Seven Warlords of the Sea] or [Thriller Bark Pirates] type Character with a cost of 4 or less other than [Gecko Moria] from your trash to your hand.,Blue,Character,4,5000,The Seven Warlords of the Sea;Thriller Bark Pirates,Special,3.49,5.67,200.0,4.65,,Foil,1000,
503023,Monkey.D.Luffy (Store Championship Trophy Card),MonkeyDLuffy Store Championship Trophy Card,https://tcgplayer-cdn.tcgplayer.com/product/503023_200w.jpg,68,17675,https://cpt.tcgcsv.com/td26,2023-07-07T13:04:32.523,1,PR,P-001,[DON!! x2] This Character gains [Rush]. <em>(This card can attack on the turn in which it is played.)</em>,Red,Character,6,7000,Straw Hat Crew;Supernovas,Strike,1799.99,3449.5,20000.0,1525.0,,Foil,,
503243,Okiku (Tournament Pack Vol. 4),Okiku Tournament Pack Vol 4,https://tcgplayer-cdn.tcgplayer.com/product/503243_200w.jpg,68,17675,https://cpt.tcgcsv.com/Tj26,2023-10-02T12:34:33.877,1,R,OP01-035,[DON!! x1] [When Attacking] [Once Per Turn] Rest up to 1 of your opponent's Characters with a cost of 5 or less.,Green,Character,3,5000,Land of Wano;The Akazaya Nine,Slash,0.18,0.49,4.99,0.38,,Normal,,
503244,Brook (Tournament Pack Vol. 4),Brook Tournament Pack Vol 4,https://tcgplayer-cdn.tcgplayer.com/product/503244_200w.jpg,68,17675,https://cpt.tcgcsv.com/Vj26,2023-10-02T12:34:26.027,1,C,ST01-011,[On Play] Give up to 2 rested DON!! cards to your Leader or 1 of your Characters.,Red,Character,2,3000,Straw Hat Crew,Slash,0.56,0.99,2.16,0.61,,Normal,2000,
503245,Dracule Mihawk (Tournament Pack Vol. 4),Dracule Mihawk Tournament Pack Vol 4,https://tcgplayer-cdn.tcgplayer.com/product/503245_200w.jpg,68,17675,https://cpt.tcgcsv.com/Wj26,2023-10-02T12:34:29.837,1,C,ST03-005,[DON!! x1] [When Attacking] Draw 2 cards and trash 2 cards from your hand.,Blue,Character,4,5000,The Seven Warlords of the Sea,Slash,0.43,0.99,5.99,0.68,,Normal,2000,
503246,Tashigi (Tournament Pack Vol. 4),Tashigi Tournament Pack Vol 4,https://tcgplayer-cdn.tcgplayer.com/product/503246_200w.jpg,68,17675,https://cpt.tcgcsv.com/Xj26,2023-10-02T12:34:39.253,1,C,ST06-006,[Activate:Main] <strong>You may rest this Character</strong>: Give up to 1 of your opponent's Characters -2 cost during this turn.,Black,Character,3,4000,Navy,Slash,0.25,0.94,4.5,0.55,,Normal,2000,
503247,Okiku (Winner Pack Vol. 4),Okiku Winner Pack Vol 4,https://tcgplayer-cdn.tcgplayer.com/product/503247_200w.jpg,68,17675,https://cpt.tcgcsv.com/Zj26,2023-10-02T14:52:29.723,1,R,OP01-035,[DON!! x1] [When Attacking] [Once Per Turn] Rest up to 1 of your opponent's Characters with a cost of 5 or less.,Green,Character,3,5000,Land of Wano;The Akazaya Nine,Slash,6.2,9.68,199.99,8.52,,Foil,,
503248,Brook (Winner Pack Vol. 4),Brook Winner Pack Vol 4,https://tcgplayer-cdn.tcgplayer.com/product/503248_200w.jpg,68,17675,https://cpt.tcgcsv.com/-j26,2023-10-02T14:52:25.953,1,C,ST01-011,[On Play] Give up to 2 rested DON!! cards to your Leader or 1 of your Characters.,Red,Character,2,3000,Straw Hat Crew,Slash,30.35,42.97,400.0,43.94,,Foil,2000,
503249,Dracule Mihawk (Winner Pack Vol. 4),Dracule Mihawk Winner Pack Vol 4,https://tcgplayer-cdn.tcgplayer.com/product/503249_200w.jpg,68,17675,https://cpt.tcgcsv.com/_j26,2023-10-02T14:52:22.317,1,C,ST03-005,[DON!! x1] [When Attacking] Draw 2 cards and trash 2 cards from your hand.,Blue,Character,4,5000,The Seven Warlords of the Sea,Slash,27.0,33.74,199.99,33.66,,Foil,2000,
503250,Tashigi (Winner Pack Vol. 4),Tashigi Winner Pack Vol 4,https://tcgplayer-cdn.tcgplayer.com/product/503250_200w.jpg,68,17675,https://cpt.tcgcsv.com/0k26,2023-10-02T14:52:18.98,1,C,ST06-006,[Activate:Main] <strong>You may rest this Character</strong>: Give up to 1 of your opponent's Characters -2 cost during this turn.,Black,Character,3,4000,Navy,Slash,8.0,19.84,198.95,11.62,,Foil,2000,
503251,Tournament Pack Vol. 4,Tournament Pack Vol 4,https://tcgplayer-cdn.tcgplayer.com/product/503251_200w.jpg,68,17675,https://cpt.tcgcsv.com/2k26,2023-10-13T18:52:41.193,1,,,,,,,,,,5.0,9.9,10.0,2.26,,Normal,,
503252,Winner Pack Vol. 4,Winner Pack Vol 4,https://tcgplayer-cdn.tcgplayer.com/product/503252_200w.jpg,68,17675,https://cpt.tcgcsv.com/3k26,2023-10-13T18:56:11.92,1,,,,,,,,,,39.49,39.97,49.99,31.03,,Normal,,
503253,Roronoa Zoro (3-on-3 Cup) [Participant],Roronoa Zoro 3 on 3 Cup Participant,https://tcgplayer-cdn.tcgplayer.com/product/503253_200w.jpg,68,17675,https://cpt.tcgcsv.com/5k26,2023-08-31T12:39:46.093,1,SR,ST01-013,[DON!! x1] This Character gains +1000 power.,Red,Character,3,5000,Straw Hat Crew;Supernovas,Slash,,,,,,,,
503254,Roronoa Zoro (3-on-3 Cup) [Winner],Roronoa Zoro 3 on 3 Cup Winner,https://tcgplayer-cdn.tcgplayer.com/product/503254_200w.jpg,68,17675,https://cpt.tcgcsv.com/6k26,2023-08-31T12:39:50.263,1,SR,ST01-013,[DON!! x1] This Character gains +1000 power.,,Character,3,5000,,Slash,,,,,,,,
503255,Usopp (3-on-3 Cup) [Participant],Usopp 3 on 3 Cup Participant,https://tcgplayer-cdn.tcgplayer.com/product/503255_200w.jpg,68,17675,https://cpt.tcgcsv.com/7k26,2023-08-31T12:40:00.44,1,R,OP01-004,[DON!! x1] [Your Turn] [Once Per Turn] Draw 1 card when your opponent activates an Event.,Red,Character,2,3000,Straw Hat Crew,Ranged,449.99,499.99,500.0,224.53,,Normal,2000,
503256,Usopp (3-on-3 Cup) [Winner],Usopp 3 on 3 Cup Winner,https://tcgplayer-cdn.tcgplayer.com/product/503256_200w.jpg,68,17675,https://cpt.tcgcsv.com/8k26,2023-08-31T12:40:03.59,1,R,OP01-004,[DON!! x1] [Your Turn] [Once Per Turn] Draw 1 card when your opponent activates an Event.,,Character,2,3000,,Ranged,,,,,,,2000,
504466,Premium Card Collection -ONE PIECE FILM RED Edition-,Premium Card Collection ONE PIECE FILM RED Edition,https://tcgplayer-cdn.tcgplayer.com/product/504466_200w.jpg,68,17675,https://cpt.tcgcsv.com/lP26,2023-11-22T05:03:09.727,1,,,,,,,,,,228.98,400.0,9999.99,272.5,,Normal,,
504468,Uta (Premium Card Collection -ONE PIECE FILM RED Edition-),Uta Premium Card Collection ONE PIECE FILM RED Edition,https://tcgplayer-cdn.tcgplayer.com/product/504468_200w.jpg,68,17675,https://cpt.tcgcsv.com/nP26,2023-11-22T05:03:09.727,1,R,OP01-005,[On Play] Add up to 1 red Character card other than [Uta] with a cost of 3 or less from your trash to your hand.,Red,Character,4,4000,FILM,Special,8.49,14.99,50.0,14.36,,Foil,,
504469,Jinbe (Premium Card Collection -ONE PIECE FILM RED Edition-),Jinbe Premium Card Collection ONE PIECE FILM RED Edition,https://tcgplayer-cdn.tcgplayer.com/product/504469_200w.jpg,68,17675,https://cpt.tcgcsv.com/pP26,2023-11-22T05:03:09.727,1,UC,OP01-014,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[DON!! x1] [On Block] Play up to 1 red Character card with a cost of 2 or less from your hand.",Red,Character,4,5000,Fish-Man;Straw Hat Crew,Strike,6.35,9.26,50.0,8.87,,Foil,,
504470,Nico Robin (Premium Card Collection -ONE PIECE FILM RED Edition-),Nico Robin Premium Card Collection ONE PIECE FILM RED Edition,https://tcgplayer-cdn.tcgplayer.com/product/504470_200w.jpg,68,17675,https://cpt.tcgcsv.com/qP26,2023-11-22T05:03:09.727,1,R,OP01-017,[DON!! x1] [When Attacking] K.O. up to 1 of your opponent's Characters with 3000 power or less.,Red,Character,3,4000,Straw Hat Crew,Strike,19.94,33.26,199.99,26.88,,Foil,1000,
504471,Franky (Premium Card Collection -ONE PIECE FILM RED Edition-),Franky Premium Card Collection ONE PIECE FILM RED Edition,https://tcgplayer-cdn.tcgplayer.com/product/504471_200w.jpg,68,17675,https://cpt.tcgcsv.com/rP26,2023-11-22T05:03:09.727,1,UC,OP01-021,[DON!! x1] This Character can also attack your opponent's active Characters.,Red,Character,3,4000,Straw Hat Crew,Ranged,5.01,7.88,70.0,7.66,,Foil,,
504472,Shanks (Premium Card Collection -ONE PIECE FILM RED Edition-),Shanks Premium Card Collection ONE PIECE FILM RED Edition,https://tcgplayer-cdn.tcgplayer.com/product/504472_200w.jpg,68,17675,https://cpt.tcgcsv.com/sP26,2023-11-22T05:03:09.727,1,PR,P-016,,Red,Character,8,10000,FILM;The Four Emperors;Red-Haired Pirates,Slash,14.72,19.2,50.0,18.73,,Foil,1000,
504473,Monkey.D.Luffy (Premium Card Collection -ONE PIECE FILM RED Edition-),MonkeyDLuffy Premium Card Collection ONE PIECE FILM RED Edition,https://tcgplayer-cdn.tcgplayer.com/product/504473_200w.jpg,68,17675,https://cpt.tcgcsv.com/tP26,2023-11-22T05:03:09.727,1,PR,P-022,,Red,Character,4,6000,FILM;Straw Hat Crew;Supernovas,Strike,49.99,63.84,249.95,62.93,,Foil,1000,
504474,Usopp (Premium Card Collection -ONE PIECE FILM RED Edition-),Usopp Premium Card Collection ONE PIECE FILM RED Edition,https://tcgplayer-cdn.tcgplayer.com/product/504474_200w.jpg,68,17675,https://cpt.tcgcsv.com/vP26,2024-03-09T13:56:03.483,1,C,ST01-002,"[DON!! x2] [When Attacking] Your opponent cannot activate a [Blocker] Character that has 5000 or more power during this battle.
<br>
[Trigger] Play this card.",Red,Character,2,2000,Straw Hat Crew,Ranged,8.11,9.42,229.99,9.28,,Foil,1000,
504475,Sanji (Premium Card Collection -ONE PIECE FILM RED Edition-),Sanji Premium Card Collection ONE PIECE FILM RED Edition,https://tcgplayer-cdn.tcgplayer.com/product/504475_200w.jpg,68,17675,https://cpt.tcgcsv.com/wP26,2023-11-22T05:03:09.727,1,C,ST01-004,[DON!! x2] This Character gains [Rush]. <em>(This card can attack on the turn in which is is played.)</em>,Red,Character,2,4000,Straw Hat Crew,Strike,15.03,18.46,147.0,18.46,,Foil,,
504476,Tony Tony.Chopper (Premium Card Collection -ONE PIECE FILM RED Edition-),Tony TonyChopper Premium Card Collection ONE PIECE FILM RED Edition,https://tcgplayer-cdn.tcgplayer.com/product/504476_200w.jpg,68,17675,https://cpt.tcgcsv.com/xP26,2023-11-22T05:03:09.727,1,C,ST01-006,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Red,Character,1,1000,Animal;Straw Hat Crew,Strike,39.99,50.0,93.99,48.82,,Foil,,
504477,Nami (Premium Card Collection -ONE PIECE FILM RED Edition-),Nami Premium Card Collection ONE PIECE FILM RED Edition,https://tcgplayer-cdn.tcgplayer.com/product/504477_200w.jpg,68,17675,https://cpt.tcgcsv.com/zP26,2023-11-22T05:03:09.727,1,C,ST01-007,[Activate:Main] [Once Per Turn] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.,Red,Character,1,1000,Straw Hat Crew,Special,36.61,44.73,199.95,42.78,,Foil,1000,
504478,Brook (Premium Card Collection -ONE PIECE FILM RED Edition-),Brook Premium Card Collection ONE PIECE FILM RED Edition,https://tcgplayer-cdn.tcgplayer.com/product/504478_200w.jpg,68,17675,https://cpt.tcgcsv.com/BP26,2023-11-22T05:03:09.727,1,C,ST01-011,[On Play] Give up to 2 rested DON!! cards to your Leader or 1 of your Characters.,Red,Character,2,3000,Straw Hat Crew,Slash,10.99,17.0,149.99,11.96,,Foil,2000,
504480,Roronoa Zoro (Premium Card Collection -ONE PIECE FILM RED Edition-),Roronoa Zoro Premium Card Collection ONE PIECE FILM RED Edition,https://tcgplayer-cdn.tcgplayer.com/product/504480_200w.jpg,68,17675,https://cpt.tcgcsv.com/DP26,2023-11-22T05:03:09.727,1,SR,ST01-013,[DON!! x1] This Character gains +1000 power.,Red,Character,3,5000,Straw Hat Crew;Supernovas,Slash,29.99,45.67,139.95,46.13,,Foil,,
504483,Portgas.D.Ace (Special Goods Set -Ace/Sabo/Luffy-),PortgasDAce Special Goods Set Ace Sabo Luffy,https://tcgplayer-cdn.tcgplayer.com/product/504483_200w.jpg,68,17675,https://cpt.tcgcsv.com/HP26,2023-11-10T20:15:14.107,1,L,OP03-001,"When this Leader attacks or is attacked, you may trash any number of Event or Stage cards from your hand. This Leader gains +1000 power during this battle for every card trashed.",Red,Leader,,5000,Whitebeard Pirates,Special,41.56,58.21,150.0,36.14,,Foil,,5
509458,Event Pack Vol. 2,Event Pack Vol 2,https://tcgplayer-cdn.tcgplayer.com/product/509458_200w.jpg,68,17675,https://cpt.tcgcsv.com/bP56,2023-07-27T19:16:22.543,1,,,,,,,,,,199.99,233.98,349.99,137.61,,Normal,,
509459,Raizo (Event Pack Vol. 2),Raizo Event Pack Vol 2,https://tcgplayer-cdn.tcgplayer.com/product/509459_200w.jpg,68,17675,https://cpt.tcgcsv.com/cP56,2023-07-27T19:19:28.823,1,PR,OP01-052,"[When Attacking] [Once Per Turn] If you have 2 or more rested Characters, draw 1 card.",Green,Character,3,4000,Land of Wano;The Akazaya Nine,Slash,0.2,0.5,6.0,0.33,,Normal,1000,
509460,Sasaki (Event Pack Vol. 2),Sasaki Event Pack Vol 2,https://tcgplayer-cdn.tcgplayer.com/product/509460_200w.jpg,68,17675,https://cpt.tcgcsv.com/dP56,2023-07-27T19:20:59.12,1,PR,OP01-101,[DON!! x1] [When Attacking] <strong>You may trash 1 card from your hand</strong>: Add up to 1 DON!! card from your DON!! deck and rest it.,Purple,Character,3,4000,Animal Kingdom Pirates,Slash,1.2,1.95,5.0,1.73,,Normal,2000,
509461,Tsuru (Event Pack Vol. 2),Tsuru Event Pack Vol 2,https://tcgplayer-cdn.tcgplayer.com/product/509461_200w.jpg,68,17675,https://cpt.tcgcsv.com/fP56,2024-05-04T13:04:41.353,1,PR,OP02-106,[On Play] Give up to 1 of your opponent's Characters -2 cost during this turn.,Black,Character,1,0,Navy,Wisdom,0.15,0.5,19.95,0.44,,Normal,2000,
509462,General Franky (Event Pack Vol. 2),General Franky Event Pack Vol 2,https://tcgplayer-cdn.tcgplayer.com/product/509462_200w.jpg,68,17675,https://cpt.tcgcsv.com/gP56,2023-07-27T19:24:12.263,1,PR,P-027,"Also treat this card's name as [Franky] according to the rules.
<br>
[Opponent's Turn] All of your Characters with 3000 base power or less gain +1000 power.",Red,Character,2,4000,Straw Hat Crew,Ranged,15.0,17.99,49.99,12.43,,Foil,,
509463,Monkey.D.Luffy (Event Pack Vol. 2),MonkeyDLuffy Event Pack Vol 2,https://tcgplayer-cdn.tcgplayer.com/product/509463_200w.jpg,68,17675,https://cpt.tcgcsv.com/hP56,2023-07-27T19:25:03.807,1,PR,P-033,[Activate:Main] <strong>You may place this Character at the bottom of the owner's deck</strong>: Draw 1 card.,Blue,Character,4,5000,Straw Hat Crew,Strike,345.0,481.94,1500.0,419.18,,Foil,1000,
509464,Sanji (Event Pack Vol. 2),Sanji Event Pack Vol 2,https://tcgplayer-cdn.tcgplayer.com/product/509464_200w.jpg,68,17675,https://cpt.tcgcsv.com/jP56,2023-07-27T19:27:14.273,1,PR,P-034,"[DON!! x1] [Your Turn] If you have 2 or less Life cards, this Character gains +2000 power.",Yellow,Character,3,4000,The Vinsmoke Family,Strike,10.99,21.49,79.99,13.83,,Foil,1000,
509465,Borsalino (Championship 2023),Borsalino Championship 2023,https://tcgplayer-cdn.tcgplayer.com/product/509465_200w.jpg,68,17675,https://cpt.tcgcsv.com/kP56,2023-07-27T19:33:10.69,1,PR,OP02-114,"[Opponent's Turn] This Character gains +1000 power and cannot be K.O.'d by effects.
<br>
[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Black,Character,4,5000,Navy,Special,1800.0,2000.0,50000.0,1049.48,,Foil,1000,
509466,Kuzan (Championship 2023),Kuzan Championship 2023,https://tcgplayer-cdn.tcgplayer.com/product/509466_200w.jpg,68,17675,https://cpt.tcgcsv.com/lP56,2023-07-27T19:34:48.66,1,PR,OP02-096,"[On Play] Draw 1 card.
<br>
[When Attacking] Give up to 1 of your opponent's Characters -4 cost during this turn.",Black,Character,4,5000,Navy,Special,1875.0,1930.0,2000.0,1999.99,,Foil,,
509467,Sakazuki (Championship 2023),Sakazuki Championship 2023,https://tcgplayer-cdn.tcgplayer.com/product/509467_200w.jpg,68,17675,https://cpt.tcgcsv.com/mP56,2023-07-27T19:35:52.577,1,PR,OP02-099,[On Play] <strong>You may trash 1 card from your hand</strong>: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,Black,Character,6,7000,Navy,Special,,,,,,,,
509752,Monkey.D.Luffy (Alternate Art),MonkeyDLuffy Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/509752_200w.jpg,68,17675,https://cpt.tcgcsv.com/3W56,2023-07-31T20:30:42.273,1,PR,P-001,[DON!! x2] This Character gains [Rush] <em>(This card can attack on the turn in which it is played.)</em>,Red,Character,6,7000,Straw Hat Crew;Supernovas,Strike,159.9,239.97,450.0,212.23,,Foil,,
510578,Monkey.D.Luffy (Gen Con 2023),MonkeyDLuffy Gen Con 2023,https://tcgplayer-cdn.tcgplayer.com/product/510578_200w.jpg,68,17675,https://cpt.tcgcsv.com/Bf66,2023-08-04T19:09:21.36,1,PR,P-037,"[When Attacking] If you have 2 or more rested Characters, this Character gains +1000 power during this turn.",Green,Character,2,4000,Straw Hat Crew,Strike,90.0,139.93,474.75,151.97,,Foil,,
510688,Bellamy (Pirates Party Vol. 4),Bellamy Pirates Party Vol 4,https://tcgplayer-cdn.tcgplayer.com/product/510688_200w.jpg,68,17675,https://cpt.tcgcsv.com/Nh66,2023-09-18T13:13:10.203,1,PR,P-039,"[Banish] <em>(When this card deals damage, the target card is trashed without activating its Trigger.)</em>
<br>
[DON!! x2] If you have 0 Life cards, this Character gains +2000 power.",Yellow,Character,5,6000,Bellamy Pirates,Strike,0.66,1.48,8.99,0.85,,Normal,,
510707,Mr.2.Bon.Kurei (Bentham) (Store Championship Participation Pack Vol. 2),Mr2BonKurei Bentham Store Championship Participation Pack Vol 2,https://tcgplayer-cdn.tcgplayer.com/product/510707_200w.jpg,68,17675,https://cpt.tcgcsv.com/9j66,2024-01-08T12:57:13.13,1,PR,OP01-084,"[DON!! x1] [When Attacking] Look at 5 cards from the top of your deck; reveal up to 1 [Baroque Works] type Event card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Blue,Character,3,4000,Baroque Works,Strike,13.99,18.42,59.99,15.04,,Foil,2000,
510712,Jozu (Store Championship Participation Pack Vol. 2),Jozu Store Championship Participation Pack Vol 2,https://tcgplayer-cdn.tcgplayer.com/product/510712_200w.jpg,68,17675,https://cpt.tcgcsv.com/gj66,2023-09-29T12:45:28.883,1,PR,OP02-008,"[DON!! x1] If you have 2 or less Life cards and your Leader's type includes ""Whitebeard Pirates"", this Character gains [Rush]. <em>(This card can attack on the turn in which it is played.)</em>",Red,Character,4,4000,Whitebeard Pirates,Strike,4.06,5.95,34.99,5.06,,Foil,2000,
510718,Pearl (Store Championship Participation Pack Vol. 2),Pearl Store Championship Participation Pack Vol 2,https://tcgplayer-cdn.tcgplayer.com/product/510718_200w.jpg,68,17675,https://cpt.tcgcsv.com/nj66,2023-09-29T12:45:36.73,1,PR,OP03-031,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Green,Character,2,2000,Krieg Pirates;East Blue,Strike,1.99,3.57,50.0,2.6,,Foil,1000,
510722,Helmeppo (Store Championship Participation Pack Vol. 2),Helmeppo Store Championship Participation Pack Vol 2,https://tcgplayer-cdn.tcgplayer.com/product/510722_200w.jpg,68,17675,https://cpt.tcgcsv.com/sj66,2023-09-29T12:45:25.027,1,PR,OP03-091,[On Play] Set the cost of up to 1 of your opponent's Characters with no base effect to 0 during this turn.,Black,Character,1,0,Navy,Wisdom,1.68,5.0,40.0,3.73,,Foil,0,
510726,Sanji (Store Championship Participation Pack Vol. 2),Sanji Store Championship Participation Pack Vol 2,https://tcgplayer-cdn.tcgplayer.com/product/510726_200w.jpg,68,17675,https://cpt.tcgcsv.com/xj66,2023-09-29T12:45:39.913,1,PR,OP03-102,[DON!! x2] [When Attacking] <strong>You may add 1 card from the top or bottom of your Life cards to your hand</strong>: Add up to 1 card from the top of your deck to the top of your Life cards.,Yellow,Character,2,3000,The Vinsmoke Family,Strike,18.0,24.94,74.99,16.5,,Foil,3000,
510728,Shiki (Store Championship Participation Pack Vol. 2),Shiki Store Championship Participation Pack Vol 2,https://tcgplayer-cdn.tcgplayer.com/product/510728_200w.jpg,68,17675,https://cpt.tcgcsv.com/Bj66,2025-11-05T15:48:49.15,1,PR,ST05-008,"If you have 8 or more DON!! cards on your field, this Character cannot be K.O.'d in battle.",Purple,Character,6,7000,FILM;Golden Lion Pirates,Slash,3.35,6.75,79.99,3.48,,Foil,1000,
510733,"Eustass""Captain""Kid (Store Championship Vol. 2 Winner)",EustassCaptainKid Store Championship Vol 2 Winner,https://tcgplayer-cdn.tcgplayer.com/product/510733_200w.jpg,68,17675,https://cpt.tcgcsv.com/Hj66,2023-09-29T12:45:21.53,1,PR,P-003,[DON!! x2] This Character gains [Double Attack] <em>(This card deals 2 damage.)</em>,Green,Character,3,4000,Kid Pirates;Supernovas,Special,58.96,74.89,500.0,58.96,,Foil,4000,
514032,Otama (Online Regional 2023) [Participant],Otama Online Regional 2023 Participant,https://tcgplayer-cdn.tcgplayer.com/product/514032_200w.jpg,68,17675,https://cpt.tcgcsv.com/GD76,2023-10-06T12:30:55.11,1,PR,OP01-006,[On Play] Give up to 1 of your opponent's Characters -2000 power during this turn.,Red,Character,1,0,Land of Wano,Special,20.0,34.17,1000.0,22.45,,Foil,2000,
